Light;148;Fri Jan 20 2017 20:00:12 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:13 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:13 GMT+0100 (CET);
Light;190;Fri Jan 20 2017 20:00:13 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:14 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:14 GMT+0100 (CET);
Light;148;Fri Jan 20 2017 20:00:14 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:15 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:15 GMT+0100 (CET);
Light;194;Fri Jan 20 2017 20:00:15 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:15 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:16 GMT+0100 (CET);
Light;156;Fri Jan 20 2017 20:00:16 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:16 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:17 GMT+0100 (CET);
Light;179;Fri Jan 20 2017 20:00:17 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:17 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:18 GMT+0100 (CET);
Light;152;Fri Jan 20 2017 20:00:18 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:18 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:18 GMT+0100 (CET);
Light;194;Fri Jan 20 2017 20:00:19 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:19 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:19 GMT+0100 (CET);
Light;137;Fri Jan 20 2017 20:00:20 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:20 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:20 GMT+0100 (CET);
Light;205;Fri Jan 20 2017 20:00:21 GMT+0100 (CET);
Temp;25;Fri Jan 20 2017 20:00:21 GMT+0100 (CET);
Hum;24;Fri Jan 20 2017 20:00:21 GMT+0100 (CET);
Light;129;Fri Jan 20 2017 20:00:22 GMT+0100 (CET);
